,int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie,Cat_Classe_Designation_Num
2221,2221,215,51,49330398,O,EN LOCATION,EQP,HA12IP,HAULOTTE,25/02/2008,31/01/2023,177,119,"1,49","10347,5",2019,172,249,36395.0,29000,31,,2.0
2222,2222,215,51,49330398,O,EN LOCATION,EQP,HA12IP,HAULOTTE,25/02/2008,31/01/2023,177,119,"1,49","11085,6",2020,139,254,36830.0,29000,30,,2.0
2223,2223,215,51,49330398,O,EN LOCATION,EQP,HA12IP,HAULOTTE,25/02/2008,31/01/2023,177,119,"1,49","9165,5",2021,134,255,36975.0,29000,36,,2.0
2224,2224,215,51,49330398,O,EN LOCATION,EQP,HA12IP,HAULOTTE,25/02/2008,31/01/2023,177,119,"1,49","11765,65",2022,171,251,36830.0,29000,28,,2.0
2225,2225,215,51,49410916,J,FERRAILLE,EQP,160ATJ,MANITOU,18/01/2006,29/11/2019,165,117,"1,41","16627,7",2018,183,242,63000.0,38000,66,21/05/2019,2.0
2226,2226,215,51,49410916,J,FERRAILLE,EQP,160ATJ,MANITOU,18/01/2006,29/11/2019,165,117,"1,41","5892,05",2019,56,96,24000.0,38000,63,21/05/2019,2.0
2227,2227,215,51,49410954,S,VENDU,EQP,160ATJ,MANITOU,24/02/2006,15/03/2018,143,117,"1,22",0,2018,0,12,3000.0,38000,0,18/01/2018,2.0
2228,2228,215,51,49411821,U,RETOUR PLANIFIE,EQP,HA16PX,HAULOTTE,08/06/2010,02/10/2023,150,117,"1,28","16257,4",2018,188,252,63000.0,38000,30,,2.0
2229,2229,215,51,49411821,U,RETOUR PLANIFIE,EQP,HA16PX,HAULOTTE,08/06/2010,02/10/2023,150,117,"1,28","15833,55",2019,173,251,62750.0,38000,27,,2.0
2230,2230,215,51,49411821,U,RETOUR PLANIFIE,EQP,HA16PX,HAULOTTE,08/06/2010,02/10/2023,150,117,"1,28","11424,45",2020,152,254,63500.0,38000,37,,2.0
2231,2231,215,51,49411821,U,RETOUR PLANIFIE,EQP,HA16PX,HAULOTTE,08/06/2010,02/10/2023,150,117,"1,28","11454,82",2021,125,240,60000.0,38000,35,,2.0
2232,2232,215,51,49412047,J,FERRAILLE,EQP,Z-45/25RTJ,GENIE,13/04/2011,09/08/2022,137,117,"1,17",0,2018,0,4,0.0,38000,0,19/01/2022,2.0
2233,2233,215,51,49412346,S,VENDU,EQP,Z-45/25RTJ,GENIE,31/10/2011,08/05/2020,105,117,"0,9",0,2019,0,2,0.0,38000,0,20/07/2020,2.0
2234,2234,215,51,49412347,S,VENDU,EQP,Z-45/25RTJ,GENIE,27/10/2011,02/08/2023,133,117,"1,14","15800,9",2018,162,252,63000.0,38000,28,13/12/2022,2.0
2235,2235,215,51,49412347,S,VENDU,EQP,Z-45/25RTJ,GENIE,27/10/2011,02/08/2023,133,117,"1,14","18412,8",2019,201,249,62750.0,38000,24,13/12/2022,2.0
2236,2236,215,51,49412347,S,VENDU,EQP,Z-45/25RTJ,GENIE,27/10/2011,02/08/2023,133,117,"1,14","12783,85",2020,136,254,63500.0,38000,35,13/12/2022,2.0
2237,2237,215,51,49412347,S,VENDU,EQP,Z-45/25RTJ,GENIE,27/10/2011,02/08/2023,133,117,"1,14","15461,8",2021,188,255,63750.0,38000,29,13/12/2022,2.0
2238,2238,215,51,49412347,S,VENDU,EQP,Z-45/25RTJ,GENIE,27/10/2011,02/08/2023,133,117,"1,14","8784,12",2022,86,240,60000.0,38000,48,13/12/2022,2.0
2239,2239,215,51,49701591,A,DISPONIBLE,EQP,COMPACT8,HAULOTTE,26/05/2010,13/02/2023,150,112,"1,34",4682,2018,112,250,19152.0,9900,24,,2.0
2240,2240,215,51,49701591,A,DISPONIBLE,EQP,COMPACT8,HAULOTTE,26/05/2010,13/02/2023,150,112,"1,34","6945,65",2019,159,247,19076.0,9900,16,,2.0
2241,2241,215,51,49701591,A,DISPONIBLE,EQP,COMPACT8,HAULOTTE,26/05/2010,13/02/2023,150,112,"1,34","6515,65",2020,171,254,19304.0,9900,17,,2.0
2242,2242,215,51,49701591,A,DISPONIBLE,EQP,COMPACT8,HAULOTTE,26/05/2010,13/02/2023,150,112,"1,34","5156,15",2021,155,250,19380.0,9900,22,,2.0
2243,2243,215,51,49701591,A,DISPONIBLE,EQP,COMPACT8,HAULOTTE,26/05/2010,13/02/2023,150,112,"1,34","4445,14",2022,104,254,19304.0,9900,26,,2.0
2244,2244,215,51,49701605,O,EN LOCATION,EQP,COMPACT8,HAULOTTE,30/04/2010,02/07/2023,151,112,"1,35","59,78",2020,1,4,0.0,9900,31,,2.0
2245,2245,215,51,49701686,O,EN LOCATION,EQP,COMPACT8,HAULOTTE,28/09/2011,02/09/2023,134,112,"1,2",0,2019,0,1,0.0,9900,0,,2.0
2246,2246,215,51,49701737,U,RETOUR PLANIFIE,EQP,COMPACT8,HAULOTTE,26/12/2011,02/06/2023,131,112,"1,17","4793,45",2018,109,250,19152.0,9900,23,,2.0
2247,2247,215,51,49701737,U,RETOUR PLANIFIE,EQP,COMPACT8,HAULOTTE,26/12/2011,02/06/2023,131,112,"1,17","7303,6",2019,169,248,19076.0,9900,15,,2.0
2248,2248,215,51,49701737,U,RETOUR PLANIFIE,EQP,COMPACT8,HAULOTTE,26/12/2011,02/06/2023,131,112,"1,17","4529,28",2020,118,236,19304.0,9900,23,,2.0
2249,2249,215,51,49701737,U,RETOUR PLANIFIE,EQP,COMPACT8,HAULOTTE,26/12/2011,02/06/2023,131,112,"1,17","6026,42",2021,169,255,19380.0,9900,19,,2.0
2250,2250,215,51,49701737,U,RETOUR PLANIFIE,EQP,COMPACT8,HAULOTTE,26/12/2011,02/06/2023,131,112,"1,17","4771,76",2022,119,254,19304.0,9900,23,,2.0
2251,2251,215,51,497462,O,EN LOCATION,EQP,540-140,JCB,27/01/2022,02/08/2023,17,111,"0,15","20074,5",2022,163,231,69148.0,54000,136,,1.0
2252,2252,215,51,504032,O,EN LOCATION,EQP,ECR25D ST5,VOLVO,12/04/2022,31/01/2023,17,97,"0,18",6228,2022,180,183,43371.0,24495,227,,3.0
2253,2253,215,51,504476,O,EN LOCATION,EQP,VIO23-6,YANMAR,16/05/2022,31/01/2023,17,97,"0,18",4743,2022,120,160,37920.0,24495,292,,3.0
2254,2254,215,51,515992,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,OPTIMUM8,HAULOTTE,01/12/2021,14/02/2023,12,112,"0,11","548,75",2021,9,23,1748.0,9900,90,,2.0
2255,2255,215,51,515992,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,OPTIMUM8,HAULOTTE,01/12/2021,14/02/2023,12,112,"0,11","5592,79",2022,138,254,19304.0,9900,97,,2.0
2256,2256,215,51,522660,O,EN LOCATION,EQP,TL30.70,BOBCAT,23/08/2022,31/01/2023,3,116,"0,03","3750,54",2022,41,92,20700.0,45925,632,,1.0
2257,2257,215,51,52331164,O,EN LOCATION,EQP,MT1235S,MANITOU,16/02/2006,14/02/2023,202,111,"1,82",0,2019,1,1,0.0,52000,0,,1.0
2258,2258,215,51,52331164,O,EN LOCATION,EQP,MT1235S,MANITOU,16/02/2006,14/02/2023,202,111,"1,82",368,2021,3,5,0.0,52000,31,,1.0
2259,2259,215,51,52331321,O,EN LOCATION,EQP,MT1235S,MANITOU,09/02/2007,02/03/2023,190,111,"1,71","13451,15",2018,138,240,63000.0,52000,41,,1.0
2260,2260,215,51,52331321,O,EN LOCATION,EQP,MT1235S,MANITOU,09/02/2007,02/03/2023,190,111,"1,71","14700,6",2019,144,249,62750.0,52000,38,,1.0
2261,2261,215,51,52331321,O,EN LOCATION,EQP,MT1235S,MANITOU,09/02/2007,02/03/2023,190,111,"1,71","16024,7",2020,143,254,63500.0,52000,36,,1.0
2262,2262,215,51,52331321,O,EN LOCATION,EQP,MT1235S,MANITOU,09/02/2007,02/03/2023,190,111,"1,71","18452,85",2021,210,252,63750.0,52000,31,,1.0
2263,2263,215,51,52331321,O,EN LOCATION,EQP,MT1235S,MANITOU,09/02/2007,02/03/2023,190,111,"1,71","21284,95",2022,196,254,63500.0,52000,27,,1.0
2264,2264,215,51,52370336,U,RETOUR PLANIFIE,EQP,MT1436R,MANITOU,21/07/2010,13/02/2023,148,111,"1,34","16804,54",2018,140,234,63000.0,55000,30,,1.0
2265,2265,215,51,52370336,U,RETOUR PLANIFIE,EQP,MT1436R,MANITOU,21/07/2010,13/02/2023,148,111,"1,34","17848,27",2019,173,239,62750.0,55000,29,,1.0
2266,2266,215,51,52370336,U,RETOUR PLANIFIE,EQP,MT1436R,MANITOU,21/07/2010,13/02/2023,148,111,"1,34",16154,2020,164,254,63500.0,55000,46,,1.0
2267,2267,215,51,52370336,U,RETOUR PLANIFIE,EQP,MT1436R,MANITOU,21/07/2010,13/02/2023,148,111,"1,34","18833,75",2021,207,255,63750.0,55000,37,,1.0
2268,2268,215,51,52370336,U,RETOUR PLANIFIE,EQP,MT1436R,MANITOU,21/07/2010,13/02/2023,148,111,"1,34","22188,22",2022,182,254,63500.0,55000,25,,1.0
2269,2269,215,51,52370373,O,EN LOCATION,EQP,535-140,JCB,10/03/2011,02/10/2023,141,111,"1,27","14465,8",2018,150,252,63000.0,55000,43,,1.0
2270,2270,215,51,52370373,O,EN LOCATION,EQP,535-140,JCB,10/03/2011,02/10/2023,141,111,"1,27","15988,1",2019,150,222,62750.0,55000,34,,1.0
2271,2271,215,51,52370373,O,EN LOCATION,EQP,535-140,JCB,10/03/2011,02/10/2023,141,111,"1,27","23687,9",2020,195,254,63500.0,55000,27,,1.0
2272,2272,215,51,52370373,O,EN LOCATION,EQP,535-140,JCB,10/03/2011,02/10/2023,141,111,"1,27","21850,9",2021,200,255,63750.0,55000,29,,1.0
2273,2273,215,51,52370373,O,EN LOCATION,EQP,535-140,JCB,10/03/2011,02/10/2023,141,111,"1,27","19199,42",2022,204,254,63500.0,55000,33,,1.0
2274,2274,215,51,525681,O,EN LOCATION,EQP,EZ50,WACKER NEU,05/08/2022,15/02/2023,4,97,"0,04","8106,16",2022,68,103,37080.0,40520,289,,3.0
2275,2275,215,51,527477,O,EN LOCATION,ACC,GODET 780L,BOBCAT,23/08/2022,30/01/2023,3,83,"0,04",0,2022,8,92,644.0,1500,0,,1.0
2276,2276,215,51,52900412,A,DISPONIBLE,ACC,CBR900,MANITOU,06/07/1998,02/09/2023,293,83,"3,53",0,2018,54,252,1764.0,1500,0,,1.0
2277,2277,215,51,52900412,A,DISPONIBLE,ACC,CBR900,MANITOU,06/07/1998,02/09/2023,293,83,"3,53",88,2019,35,251,1757.0,1500,196,,1.0
2278,2278,215,51,52900412,A,DISPONIBLE,ACC,CBR900,MANITOU,06/07/1998,02/09/2023,293,83,"3,53","210,55",2020,97,247,1778.0,1500,81,,1.0
2279,2279,215,51,52900412,A,DISPONIBLE,ACC,CBR900,MANITOU,06/07/1998,02/09/2023,293,83,"3,53","39,6",2021,43,255,1785.0,1500,443,,1.0
2280,2280,215,51,52900412,A,DISPONIBLE,ACC,CBR900,MANITOU,06/07/1998,02/09/2023,293,83,"3,53","114,14",2022,171,254,1778.0,1500,153,,1.0
2281,2281,215,51,52900693,O,EN LOCATION,ACC,CBR900,MANITOU,07/02/2000,31/01/2023,274,83,"3,3",0,2018,32,252,1764.0,1500,0,,1.0
2282,2282,215,51,52900693,O,EN LOCATION,ACC,CBR900,MANITOU,07/02/2000,31/01/2023,274,83,"3,3",0,2019,22,230,1757.0,1500,0,,1.0
2283,2283,215,51,52900693,O,EN LOCATION,ACC,CBR900,MANITOU,07/02/2000,31/01/2023,274,83,"3,3","5,64",2020,36,213,1778.0,1500,2270,,1.0
2284,2284,215,51,52900693,O,EN LOCATION,ACC,CBR900,MANITOU,07/02/2000,31/01/2023,274,83,"3,3","7,68",2021,98,250,1785.0,1500,2283,,1.0
2285,2285,215,51,52900693,O,EN LOCATION,ACC,CBR900,MANITOU,07/02/2000,31/01/2023,274,83,"3,3",0,2022,156,254,1778.0,1500,0,,1.0
2286,2286,215,51,52902426,O,EN LOCATION,ACC,1000L,JCB,01/01/2019,02/01/2023,173,83,"2,09",0,2019,0,251,1757.0,1500,0,,1.0
2287,2287,215,51,52902426,O,EN LOCATION,ACC,1000L,JCB,01/01/2019,02/01/2023,173,83,"2,09",0,2020,0,254,1778.0,1500,0,,1.0
2288,2288,215,51,52902426,O,EN LOCATION,ACC,1000L,JCB,01/01/2019,02/01/2023,173,83,"2,09",0,2021,2,255,1785.0,1500,0,,1.0
2289,2289,215,51,52902426,O,EN LOCATION,ACC,1000L,JCB,01/01/2019,02/01/2023,173,83,"2,09",0,2022,98,254,1778.0,1500,0,,1.0
2290,2290,215,51,52902572,A,DISPONIBLE,ACC,CEREALIER,JCB,30/09/2009,12/01/2022,158,83,"1,9","110,7",2018,27,71,0.0,2300,38,,1.0
2291,2291,215,51,52902881,A,DISPONIBLE,ACC,1000L980/A5063,JCB,31/08/2011,28/11/2022,135,83,"1,63",0,2018,27,252,1764.0,1500,0,,1.0
2292,2292,215,51,52902881,A,DISPONIBLE,ACC,1000L980/A5063,JCB,31/08/2011,28/11/2022,135,83,"1,63",0,2019,9,251,1757.0,1500,0,,1.0
2293,2293,215,51,52902881,A,DISPONIBLE,ACC,1000L980/A5063,JCB,31/08/2011,28/11/2022,135,83,"1,63",0,2020,32,254,1778.0,1500,0,,1.0
2294,2294,215,51,52902881,A,DISPONIBLE,ACC,1000L980/A5063,JCB,31/08/2011,28/11/2022,135,83,"1,63",0,2021,14,255,1785.0,1500,0,,1.0
2295,2295,215,51,52902881,A,DISPONIBLE,ACC,1000L980/A5063,JCB,31/08/2011,28/11/2022,135,83,"1,63",0,2022,133,254,1778.0,1500,0,,1.0
2296,2296,215,51,529220,U,RETOUR PLANIFIE,EQP,Z-45 FE,GENIE,28/07/2022,13/02/2023,4,117,"0,04","5574,84",2022,77,109,29648.0,46350,428,,2.0
2297,2297,215,51,529677,O,EN LOCATION,EQP,COMPACT10,HAULOTTE,09/06/2022,31/01/2023,6,112,"0,05",127,2022,3,5,0.0,12700,178,,2.0
2298,2298,215,51,530196,O,EN LOCATION,EQP,100VJR,MANITOU,02/03/2022,31/01/2023,9,119,"0,08","8863,25",2022,174,212,30316.0,18500,125,,2.0
2299,2299,215,51,530292,O,EN LOCATION,EQP,EZ 26,WACKER NEU,14/04/2022,14/02/2023,8,97,"0,08",5683,2022,88,181,42897.0,24495,246,,3.0
2300,2300,215,51,535250,O,EN LOCATION,EQP,QUICK UP 11 AC,HAULOTTE,09/12/2022,02/09/2023,0,119,0,0,2022,0,16,1552.0,7000,0,,2.0
2301,2301,215,51,5411,S,VENDU,EQP,VIO80VCR,YANMAR,28/02/2017,17/07/2020,102,90,"1,13",281,2018,1,3,0.0,55000,49,30/06/2020,3.0
2302,2302,215,51,553997,O,EN LOCATION,EQP,555-210R,JCB,21/10/2022,31/01/2023,1,111,"0,01",5620,2022,21,49,43267.0,133900,1112,,1.0
2303,2303,215,51,553998,O,EN LOCATION,ACC,"TREUIL 5,5T",JCB,21/10/2022,31/01/2023,1,83,"0,02",40,2022,9,49,1960.0,9000,10500,,1.0
2304,2304,215,51,57021592,S,VENDU,EQP,SV15CR,YANMAR,28/02/2008,14/12/2018,129,97,"1,33","5074,8",2018,54,219,33507.0,18300,172,14/11/2018,3.0
2305,2305,215,51,57043169,J,FERRAILLE,EQP,VIO20,YANMAR,04/06/2010,24/08/2020,121,97,"1,25","8223,6",2018,106,252,46620.0,23700,64,21/05/2019,3.0
2306,2306,215,51,57043169,J,FERRAILLE,EQP,VIO20,YANMAR,04/06/2010,24/08/2020,121,97,"1,25","3356,75",2019,44,96,17760.0,23700,59,21/05/2019,3.0
2307,2307,215,51,57043312,S,VENDU,EQP,VIO25,YANMAR,28/07/2011,12/11/2019,100,97,"1,03","7635,25",2018,89,252,46620.0,23700,89,12/11/2019,3.0
2308,2308,215,51,57043312,S,VENDU,EQP,VIO25,YANMAR,28/07/2011,12/11/2019,100,97,"1,03","6498,65",2019,68,216,39960.0,23700,90,12/11/2019,3.0
2309,2309,215,51,57043392,A,DISPONIBLE,EQP,VIO20,YANMAR,13/05/2011,06/08/2021,139,97,"1,43","43,8",2018,1,2,0.0,23700,47,08/06/2021,3.0
2310,2310,215,51,57080607,A,DISPONIBLE,EQP,VIO80VCR,YANMAR,30/11/2011,14/02/2023,132,90,"1,47","18553,35",2018,123,243,100800.0,55000,29,,3.0
2311,2311,215,51,57080607,A,DISPONIBLE,EQP,VIO80VCR,YANMAR,30/11/2011,14/02/2023,132,90,"1,47","15410,46",2019,99,246,100400.0,55000,35,,3.0
2312,2312,215,51,57080607,A,DISPONIBLE,EQP,VIO80VCR,YANMAR,30/11/2011,14/02/2023,132,90,"1,47","20797,9",2020,121,234,101600.0,55000,25,,3.0
2313,2313,215,51,57080607,A,DISPONIBLE,EQP,VIO80VCR,YANMAR,30/11/2011,14/02/2023,132,90,"1,47","23909,15",2021,126,238,102000.0,55000,22,,3.0
2314,2314,215,51,57080607,A,DISPONIBLE,EQP,VIO80VCR,YANMAR,30/11/2011,14/02/2023,132,90,"1,47","14915,6",2022,98,235,101600.0,55000,35,,3.0
2315,2315,215,51,57080615,S,VENDU,EQP,8085,JCB,01/01/2012,08/05/2020,109,90,"1,21",0,2018,2,2,0.0,55000,0,20/07/2020,3.0
2316,2316,215,51,9129570,U,RETOUR PLANIFIE,EQP,E35,BOBCAT,11/09/2013,02/09/2023,111,97,"1,14","6767,1",2018,72,139,66780.0,30500,25,,3.0
2317,2317,215,51,9129570,U,RETOUR PLANIFIE,EQP,E35,BOBCAT,11/09/2013,02/09/2023,111,97,"1,14","10494,85",2019,89,251,66515.0,30500,29,,3.0
2318,2318,215,51,9129570,U,RETOUR PLANIFIE,EQP,E35,BOBCAT,11/09/2013,02/09/2023,111,97,"1,14","9994,8",2020,81,254,67310.0,30500,31,,3.0
2319,2319,215,51,9129570,U,RETOUR PLANIFIE,EQP,E35,BOBCAT,11/09/2013,02/09/2023,111,97,"1,14","16412,28",2021,159,255,67575.0,30500,19,,3.0
2320,2320,215,51,9129570,U,RETOUR PLANIFIE,EQP,E35,BOBCAT,11/09/2013,02/09/2023,111,97,"1,14","7414,99",2022,65,254,67310.0,30500,41,,3.0
2321,2321,215,51,H330D055,S,VENDU,EQP,E26-CPY,BOBCAT,01/01/2012,19/12/2022,137,97,"1,41","7967,95",2018,80,252,46620.0,23700,34,08/11/2022,3.0
2322,2322,215,51,H330D055,S,VENDU,EQP,E26-CPY,BOBCAT,01/01/2012,19/12/2022,137,97,"1,41","6834,25",2019,68,250,46435.0,23700,39,08/11/2022,3.0
2323,2323,215,51,H330D055,S,VENDU,EQP,E26-CPY,BOBCAT,01/01/2012,19/12/2022,137,97,"1,41","9237,87",2020,89,247,46990.0,23700,29,08/11/2022,3.0
2324,2324,215,51,H330D055,S,VENDU,EQP,E26-CPY,BOBCAT,01/01/2012,19/12/2022,137,97,"1,41","11246,37",2021,115,255,47175.0,23700,24,08/11/2022,3.0
2325,2325,215,51,H330D055,S,VENDU,EQP,E26-CPY,BOBCAT,01/01/2012,19/12/2022,137,97,"1,41","3303,01",2022,29,216,39960.0,23700,70,08/11/2022,3.0
2326,2326,215,51,H509E020,O,EN LOCATION,EQP,E80,BOBCAT,01/06/2020,02/08/2023,119,90,"1,32",0,2021,0,8,0.0,55000,0,,3.0
2327,2327,215,51,K820E004,O,EN LOCATION,EQP,MT732,MANITOU,01/05/2012,13/02/2023,127,116,"1,09","223,55",2021,1,4,0.0,43000,35,,1.0
2328,2328,215,51,K820H003,N,PANNE COURT TERME,EQP,MT732EASY,MANITOU,01/06/2015,20/12/2022,90,116,"0,78",2580,2021,56,22,0.0,43000,14,,1.0
2329,2329,215,51,K850A003,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,535-125,JCB,01/06/2008,02/09/2023,174,111,"1,57",306,2019,2,3,0.0,52000,23,,1.0
2330,2330,215,51,K850A003,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,535-125,JCB,01/06/2008,02/09/2023,174,111,"1,57","767,9",2020,7,7,0.0,52000,21,,1.0
2331,2331,215,51,K856H005,O,EN LOCATION,EQP,T40180,BOBCAT,01/06/2021,02/09/2023,92,111,"0,83","15908,35",2021,121,151,42280.0,61000,81,,1.0
2332,2332,215,51,K856H005,O,EN LOCATION,EQP,T40180,BOBCAT,01/06/2021,02/09/2023,92,111,"0,83","24041,29",2022,188,249,71120.0,61000,89,,1.0
2333,2333,215,51,L320H015,N,PANNE COURT TERME,EQP,SJIII3219,SKYJACK,01/06/2015,02/10/2023,90,112,"0,8","99,84",2021,3,4,0.0,9900,18,,2.0
2334,2334,215,51,L340E004,A,DISPONIBLE,EQP,GS-2646,GENIE,01/10/2012,02/09/2023,122,112,"1,09","7625,7",2018,137,252,24192.0,12700,19,,2.0
2335,2335,215,51,L340E004,A,DISPONIBLE,EQP,GS-2646,GENIE,01/10/2012,02/09/2023,122,112,"1,09","7701,45",2019,167,246,24096.0,12700,18,,2.0
2336,2336,215,51,L340E004,A,DISPONIBLE,EQP,GS-2646,GENIE,01/10/2012,02/09/2023,122,112,"1,09","5862,1",2020,132,240,24384.0,12700,23,,2.0
2337,2337,215,51,L340E004,A,DISPONIBLE,EQP,GS-2646,GENIE,01/10/2012,02/09/2023,122,112,"1,09","6339,9",2021,163,255,24480.0,12700,23,,2.0
2338,2338,215,51,L340E004,A,DISPONIBLE,EQP,GS-2646,GENIE,01/10/2012,02/09/2023,122,112,"1,09","6522,88",2022,142,248,24384.0,12700,21,,2.0
2339,2339,215,51,L340H004,R,ZONE RETOUR CTRL OBLIGATOIRES,EQP,SJIII4626,SKYJACK,01/06/2021,15/02/2023,93,112,"0,83","725,9",2022,17,18,0.0,12700,42,,2.0
2340,2340,215,51,L510E009,A,DISPONIBLE,EQP,PIAF880R,ATN,01/07/2012,13/02/2023,125,119,"1,05",67,2020,1,1,0.0,18000,12,,2.0
2341,2341,215,51,L515D034,A,DISPONIBLE,EQP,100VJR,MANITOU,01/01/2012,02/09/2023,137,119,"1,15","281,1",2018,4,8,0.0,18500,23,,2.0
2342,2342,215,51,L515K006,O,EN LOCATION,EQP,PIAF1000R,ATN,04/05/2016,02/03/2023,79,119,"0,66","3102,5",2020,73,80,0.0,18500,19,,2.0
2343,2343,215,51,L515K006,O,EN LOCATION,EQP,PIAF1000R,ATN,04/05/2016,02/03/2023,79,119,"0,66","52,25",2022,1,6,0.0,18500,85,,2.0
2344,2344,215,51,L5357018,S,VENDU,EQP,Z-34/22N,GENIE,01/04/2008,23/07/2019,143,119,"1,2","631,55",2019,5,9,0.0,28000,58,03/06/2019,2.0
2345,2345,215,51,L640E008,S,VENDU,EQP,Z45/25RTJ4WD,GENIE,01/05/2012,19/12/2022,127,117,"1,09",90,2019,1,3,0.0,38000,58,08/11/2022,2.0
2346,2346,215,51,L670E002,O,EN LOCATION,EQP,600AJ,JLG,01/09/2012,02/10/2023,123,117,"1,05",0,2022,1,1,0.0,56000,0,,2.0
2347,2347,215,51,LX191921,O,EN LOCATION,EQP,COMPACT10N,HAULOTTE,14/09/2022,31/01/2023,3,112,"0,02",0,2022,0,2,0.0,12700,0,,2.0
2348,2348,215,51,LX2204,U,RETOUR PLANIFIE,EQP,STAR10,HAULOTTE,17/05/2018,02/06/2023,54,119,"0,46","7368,4",2018,113,159,22737.0,18500,20,,2.0
2349,2349,215,51,LX2204,U,RETOUR PLANIFIE,EQP,STAR10,HAULOTTE,17/05/2018,02/06/2023,54,119,"0,46","12368,1",2019,195,251,35893.0,18500,19,,2.0
2350,2350,215,51,LX2204,U,RETOUR PLANIFIE,EQP,STAR10,HAULOTTE,17/05/2018,02/06/2023,54,119,"0,46","15344,75",2020,223,251,36322.0,18500,15,,2.0
2351,2351,215,51,LX2204,U,RETOUR PLANIFIE,EQP,STAR10,HAULOTTE,17/05/2018,02/06/2023,54,119,"0,46","9041,9",2021,176,255,36465.0,18500,26,,2.0
2352,2352,215,51,LX2204,U,RETOUR PLANIFIE,EQP,STAR10,HAULOTTE,17/05/2018,02/06/2023,54,119,"0,46","10825,13",2022,239,254,36322.0,18500,22,,2.0
2353,2353,215,51,LX2335,A,DISPONIBLE,EQP,HA16RTJPRO,HAULOTTE,04/02/2019,15/02/2023,53,117,"0,45","12452,39",2019,185,228,57000.0,38000,42,,2.0
2354,2354,215,51,LX2335,A,DISPONIBLE,EQP,HA16RTJPRO,HAULOTTE,04/02/2019,15/02/2023,53,117,"0,45","13606,65",2020,187,254,63500.0,38000,43,,2.0
2355,2355,215,51,LX2335,A,DISPONIBLE,EQP,HA16RTJPRO,HAULOTTE,04/02/2019,15/02/2023,53,117,"0,45","16259,85",2021,186,255,63750.0,38000,36,,2.0
2356,2356,215,51,LX2335,A,DISPONIBLE,EQP,HA16RTJPRO,HAULOTTE,04/02/2019,15/02/2023,53,117,"0,45","15039,37",2022,182,254,63500.0,38000,39,,2.0
2357,2357,217,51,107338,A,DISPONIBLE,ACC,1000L980/A5063,JCB,16/11/2012,02/10/2023,121,83,"1,45","278,57",2021,60,122,0.0,1500,23,,1.0
2358,2358,217,51,107338,A,DISPONIBLE,ACC,1000L980/A5063,JCB,16/11/2012,02/10/2023,121,83,"1,45","351,72",2022,89,252,0.0,1500,38,,1.0
2359,2359,217,51,107514,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,02/01/2018,13/02/2023,119,117,"1,02","13999,52",2018,162,252,63000.0,38000,32,,2.0
2360,2360,217,51,107514,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,02/01/2018,13/02/2023,119,117,"1,02",14963,2019,152,251,62750.0,38000,30,,2.0
2361,2361,217,51,107514,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,02/01/2018,13/02/2023,119,117,"1,02","13795,61",2020,158,254,63500.0,38000,33,,2.0
2362,2362,217,51,107514,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,02/01/2018,13/02/2023,119,117,"1,02","14245,94",2021,149,255,63750.0,38000,32,,2.0
2363,2363,217,51,107514,O,EN LOCATION,EQP,HA16SPX,HAULOTTE,02/01/2018,13/02/2023,119,117,"1,02","13840,53",2022,149,254,63500.0,38000,33,,2.0
2364,2364,217,51,111834,S,VENDU,EQP,TOUCAN10E,JLG,06/03/2013,17/07/2020,88,119,"0,74","5344,9",2018,92,148,0.0,18500,30,30/06/2020,2.0
2365,2365,217,51,111834,S,VENDU,EQP,TOUCAN10E,JLG,06/03/2013,17/07/2020,88,119,"0,74","1651,5",2019,23,74,0.0,18500,48,30/06/2020,2.0
2366,2366,217,51,112370,U,RETOUR PLANIFIE,EQP,HA12IP,HAULOTTE,31/03/2018,02/03/2023,116,119,"0,98","9636,22",2018,162,243,36540.0,29000,31,,2.0
2367,2367,217,51,112370,U,RETOUR PLANIFIE,EQP,HA12IP,HAULOTTE,31/03/2018,02/03/2023,116,119,"0,98","8301,45",2019,115,251,36395.0,29000,37,,2.0
2368,2368,217,51,112370,U,RETOUR PLANIFIE,EQP,HA12IP,HAULOTTE,31/03/2018,02/03/2023,116,119,"0,98","8535,04",2020,98,254,36830.0,29000,37,,2.0
2369,2369,217,51,112370,U,RETOUR PLANIFIE,EQP,HA12IP,HAULOTTE,31/03/2018,02/03/2023,116,119,"0,98","6807,12",2021,93,247,36975.0,29000,45,,2.0
