int64_field_0,Agence_Gerante,Region_Proprietaire,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Ann__e_Construction_Mat,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,Valeur_Locative_Th_TR_IndM,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_nette_comptable,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference
2728,345,67,Mat - 107504,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,535-125HVB,JCB,01/01/2018,31/01/2023,2012,120,111,"1,08",63000,"11456,16",2018,111,252,0,52000,61
2729,345,67,Mat - 107504,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,535-125HVB,JCB,01/01/2018,31/01/2023,2012,120,111,"1,08",62750,"9826,59",2019,97,251,0,52000,57
2730,345,67,Mat - 107504,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,535-125HVB,JCB,01/01/2018,31/01/2023,2012,120,111,"1,08",63500,"9947,15",2020,121,254,0,52000,57
2731,345,67,Mat - 107504,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,535-125HVB,JCB,01/01/2018,31/01/2023,2012,120,111,"1,08",63750,"12006,15",2021,147,255,0,52000,51
2732,345,67,Mat - 107504,O,EN LOCATION,052-0033 - CHARIOT TELESC. 12M,EQP,535-125HVB,JCB,01/01/2018,31/01/2023,2012,120,111,"1,08",63500,"9885,8",2022,98,254,0,52000,67
2733,336,67,Mat - 107505,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,16/11/2012,24/01/2023,2012,121,83,"1,45",1764,"31,8",2018,3,252,0,1500,563
2734,336,67,Mat - 107505,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,16/11/2012,24/01/2023,2012,121,83,"1,45",1757,"132,69",2019,16,251,0,1500,134
2735,336,67,Mat - 107505,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,16/11/2012,24/01/2023,2012,121,83,"1,45",1778,0,2020,4,254,0,1500,0
2736,336,67,Mat - 107505,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,16/11/2012,24/01/2023,2012,121,83,"1,45",1785,"498,55",2021,120,255,0,1500,36
2737,336,67,Mat - 107505,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,16/11/2012,24/01/2023,2012,121,83,"1,45",1778,"15,28",2022,45,254,0,1500,1182
2738,3176,53,Mat - 107506,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,19/11/2012,19/12/2022,2012,120,83,"1,45",1764,"4,59",2018,36,252,0,1500,3903
2739,3176,53,Mat - 107506,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,19/11/2012,19/12/2022,2012,120,83,"1,45",1757,"82,16",2019,95,251,0,1500,217
2740,3176,53,Mat - 107506,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,19/11/2012,19/12/2022,2012,120,83,"1,45",1778,"92,28",2020,109,254,0,1500,196
2741,3176,53,Mat - 107506,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,19/11/2012,19/12/2022,2012,120,83,"1,45",1785,"150,15",2021,41,255,0,1500,121
2742,3176,53,Mat - 107506,A,DISPONIBLE,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,19/11/2012,19/12/2022,2012,120,83,"1,45",1778,"6,96",2022,38,254,0,1500,2594
2743,345,67,Mat - 107507,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,20/11/2012,31/01/2023,2012,120,83,"1,45",1764,0,2018,0,252,0,1500,0
2744,345,67,Mat - 107507,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,20/11/2012,31/01/2023,2012,120,83,"1,45",1757,0,2019,4,251,0,1500,0
2745,345,67,Mat - 107507,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,20/11/2012,31/01/2023,2012,120,83,"1,45",1778,"15,84",2020,3,254,0,1500,1140
2746,345,67,Mat - 107507,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,20/11/2012,31/01/2023,2012,120,83,"1,45",1785,"10,9",2021,3,255,0,1500,1663
2747,345,67,Mat - 107507,O,EN LOCATION,052-0090 - BENNE DE REPRISE POUR CHARIOT,ACC,1000L980/A5063,JCB,20/11/2012,31/01/2023,2012,120,83,"1,45",1778,0,2022,3,254,0,1500,0
2748,2018,63,Mat - 107508,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",62250,"11687,12",2018,170,249,0,38000,39
2749,2018,63,Mat - 107508,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",62250,"13144,02",2019,186,249,0,38000,31
2750,2018,63,Mat - 107508,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63250,"9108,07",2020,104,253,0,38000,63
2751,2018,63,Mat - 107508,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63500,"8572,2",2021,118,254,0,38000,54
2752,2018,63,Mat - 107508,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63000,"11468,44",2022,133,252,0,38000,33
2753,226,51,Mat - 107509,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,03",63000,"13464,84",2018,165,252,0,38000,33
2754,226,51,Mat - 107509,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,03",62750,"9782,15",2019,97,251,0,38000,45
2755,226,51,Mat - 107509,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,03",63500,"8620,3",2020,93,254,0,38000,57
2756,226,51,Mat - 107509,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,03",63750,"8897,95",2021,96,255,0,38000,51
2757,226,51,Mat - 107509,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,03",63500,"10566,14",2022,121,254,0,38000,43
2758,223,51,Mat - 107510,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,02",63000,"12997,17",2018,156,252,0,38000,35
2759,223,51,Mat - 107510,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,02",62750,"9581,44",2019,138,251,0,38000,47
2760,223,51,Mat - 107510,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,02",63500,"9661,75",2020,105,254,0,38000,47
2761,223,51,Mat - 107510,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,02",63750,"9676,35",2021,109,255,0,38000,47
2762,223,51,Mat - 107510,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,02",63500,"10537,78",2022,109,254,0,38000,43
2763,223,51,Mat - 107511,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63000,"10569,21",2018,133,252,0,38000,48
2764,223,51,Mat - 107511,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",62750,"12575,95",2019,126,251,0,38000,37
2765,223,51,Mat - 107511,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63500,"10579,05",2020,108,254,0,38000,41
2766,223,51,Mat - 107511,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63750,"10040,09",2021,103,255,0,38000,44
2767,223,51,Mat - 107511,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63500,"11111,03",2022,105,254,0,38000,39
2768,292,51,Mat - 107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,16/12/2022,2012,120,117,"1,02",63000,"10546,6",2018,100,252,0,38000,45
2769,292,51,Mat - 107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,16/12/2022,2012,120,117,"1,02",62750,"11895,23",2019,118,251,0,38000,45
2770,292,51,Mat - 107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,16/12/2022,2012,120,117,"1,02",63500,"13253,92",2020,138,254,0,38000,36
2771,292,51,Mat - 107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,16/12/2022,2012,120,117,"1,02",63750,"14365,2",2021,145,255,0,38000,27
2772,292,51,Mat - 107512,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,16/12/2022,2012,120,117,"1,02",63500,"12657,84",2022,149,254,0,38000,33
2773,290,51,Mat - 107513,D,PANNE LONG TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/05/2023,2012,120,117,"1,02",63000,"13367,66",2018,205,252,0,38000,37
2774,290,51,Mat - 107513,D,PANNE LONG TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/05/2023,2012,120,117,"1,02",62750,20802,2019,240,251,0,38000,24
2775,290,51,Mat - 107513,D,PANNE LONG TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/05/2023,2012,120,117,"1,02",63500,11255,2020,153,254,0,38000,49
2776,290,51,Mat - 107513,D,PANNE LONG TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/05/2023,2012,120,117,"1,02",63750,"11024,53",2021,131,255,0,38000,35
2777,290,51,Mat - 107513,D,PANNE LONG TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/05/2023,2012,120,117,"1,02",63500,"13502,44",2022,171,254,0,38000,26
2778,217,51,Mat - 107514,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2013,119,117,"1,02",63000,"13999,52",2018,162,252,0,38000,32
2779,217,51,Mat - 107514,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2013,119,117,"1,02",62750,14963,2019,152,251,0,38000,30
2780,217,51,Mat - 107514,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2013,119,117,"1,02",63500,"13795,61",2020,158,254,0,38000,33
2781,217,51,Mat - 107514,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2013,119,117,"1,02",63750,"14245,94",2021,149,255,0,38000,32
2782,217,51,Mat - 107514,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2013,119,117,"1,02",63500,"13840,53",2022,149,254,0,38000,33
2783,1283,67,Mat - 107515,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,125,117,"1,07",63000,"14666,1",2018,149,252,0,38000,30
2784,1283,67,Mat - 107515,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,125,117,"1,07",62750,"12423,5",2019,166,251,0,38000,36
2785,1283,67,Mat - 107515,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,125,117,"1,07",63500,"13494,6",2020,152,254,0,38000,36
2786,1283,67,Mat - 107515,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,125,117,"1,07",63750,"15908,37",2021,160,255,0,38000,28
2787,1283,67,Mat - 107515,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,125,117,"1,07",63500,"15664,19",2022,177,254,0,38000,29
2788,825,64,Mat - 107516,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,31/01/2023,2012,119,117,"1,02",63000,"10803,45",2018,154,252,0,38000,34
2789,825,64,Mat - 107516,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,31/01/2023,2012,119,117,"1,02",62750,"12002,89",2019,131,251,0,38000,45
2790,825,64,Mat - 107516,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,31/01/2023,2012,119,117,"1,02",63500,12686,2020,135,254,0,38000,43
2791,825,64,Mat - 107516,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,31/01/2023,2012,119,117,"1,02",63750,"14776,08",2021,178,255,0,38000,31
2792,825,64,Mat - 107516,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,31/01/2023,2012,119,117,"1,02",63500,"13228,82",2022,140,254,0,38000,28
2793,6801,68,Mat - 107517,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,07/12/2022,2012,114,117,"0,97",63000,"15927,62",2018,175,252,0,38000,31
2794,6801,68,Mat - 107517,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,07/12/2022,2012,114,117,"0,97",62750,"16779,2",2019,165,251,0,38000,29
2795,6801,68,Mat - 107517,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,07/12/2022,2012,114,117,"0,97",63500,"13580,33",2020,214,254,0,38000,36
2796,6801,68,Mat - 107517,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,07/12/2022,2012,114,117,"0,97",63750,"14056,54",2021,159,255,0,38000,38
2797,6801,68,Mat - 107517,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,07/12/2022,2012,114,117,"0,97",31750,"3815,9",2022,32,127,0,38000,75
2798,1111,68,Mat - 107518,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,03",63000,"12339,66",2018,141,252,0,38000,32
2799,1111,68,Mat - 107518,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,03",62750,"13799,4",2019,120,251,0,38000,29
2800,1111,68,Mat - 107518,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,03",63500,"10087,7",2020,130,254,0,38000,46
2801,1111,68,Mat - 107518,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,03",63750,"13492,46",2021,170,255,0,38000,39
2802,1111,68,Mat - 107518,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,03",63500,"11280,03",2022,132,254,0,38000,44
2803,1129,68,Mat - 107519,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,120,117,"1,03",63000,"17156,79",2018,166,252,0,38000,22
2804,1129,68,Mat - 107519,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,120,117,"1,03",62750,"10877,88",2019,143,251,0,38000,47
2805,1129,68,Mat - 107519,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,120,117,"1,03",63500,"11148,78",2020,118,254,0,38000,35
2806,1129,68,Mat - 107519,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,120,117,"1,03",63750,"15404,21",2021,156,255,0,38000,29
2807,1129,68,Mat - 107519,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,13/02/2023,2012,120,117,"1,03",63500,"13761,24",2022,126,254,0,38000,40
2808,6801,68,Mat - 107520,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/03/2023,2012,120,117,"1,03",63000,"14252,55",2018,125,252,0,38000,35
2809,6801,68,Mat - 107520,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/03/2023,2012,120,117,"1,03",62750,"12996,96",2019,164,251,0,38000,40
2810,6801,68,Mat - 107520,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/03/2023,2012,120,117,"1,03",63500,"14317,42",2020,170,254,0,38000,33
2811,6801,68,Mat - 107520,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/03/2023,2012,120,117,"1,03",63750,"15018,67",2021,163,255,0,38000,26
2812,6801,68,Mat - 107520,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/03/2023,2012,120,117,"1,03",63500,"11560,52",2022,124,254,0,38000,36
2813,1139,68,Mat - 107521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,02",63000,"14340,5",2018,159,252,0,38000,28
2814,1139,68,Mat - 107521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,02",62750,"16172,1",2019,178,251,0,38000,25
2815,1139,68,Mat - 107521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,02",63500,"13187,2",2020,148,254,0,38000,41
2816,1139,68,Mat - 107521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,02",63750,"14084,86",2021,205,255,0,38000,38
2817,1139,68,Mat - 107521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/10/2023,2012,120,117,"1,02",63500,"11844,6",2022,177,254,0,38000,34
2818,1113,68,Mat - 107522,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,03",63000,"16821,43",2018,165,252,0,38000,27
2819,1113,68,Mat - 107522,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,03",62750,"15246,07",2019,160,251,0,38000,27
2820,1113,68,Mat - 107522,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,03",63500,"14622,18",2020,150,254,0,38000,33
2821,1113,68,Mat - 107522,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,03",63750,"8171,26",2021,112,255,0,38000,60
2822,1113,68,Mat - 107522,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/09/2023,2012,120,117,"1,03",63500,"10292,36",2022,105,254,0,38000,44
2823,911,65,Mat - 107523,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63000,"8699,35",2018,101,252,0,38000,62
2824,911,65,Mat - 107523,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",62750,"9964,25",2019,99,251,0,38000,40
2825,911,65,Mat - 107523,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63500,"4749,25",2020,59,254,0,38000,103
2826,911,65,Mat - 107523,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63750,"9226,2",2021,110,255,0,38000,53
2827,911,65,Mat - 107523,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,15/02/2023,2012,120,117,"1,02",63500,"6596,4",2022,77,254,0,38000,54
2828,927,65,Mat - 107524,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,01/02/2018,02/02/2023,2012,120,117,"1,03",63000,"12440,6",2018,138,252,0,38000,38
2829,927,65,Mat - 107524,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,01/02/2018,02/02/2023,2012,120,117,"1,03",62750,"11961,3",2019,153,251,0,38000,36
2830,927,65,Mat - 107524,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,01/02/2018,02/02/2023,2012,120,117,"1,03",63500,"12517,95",2020,141,254,0,38000,35
2831,927,65,Mat - 107524,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,01/02/2018,02/02/2023,2012,120,117,"1,03",63750,"11404,75",2021,129,255,0,38000,39
2832,927,65,Mat - 107524,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16PX,HAULOTTE,01/02/2018,02/02/2023,2012,120,117,"1,03",63500,"13300,21",2022,129,254,0,38000,36
2833,5301,53,Mat - 107525,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/10/2022,2012,103,117,"0,88",63000,"15273,8",2018,189,252,0,38000,41
2834,5301,53,Mat - 107525,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/10/2022,2012,103,117,"0,88",62750,"8110,5",2019,103,251,0,38000,76
2835,5301,53,Mat - 107525,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/10/2022,2012,103,117,"0,88",63500,"6063,95",2020,72,254,0,38000,103
2836,5301,53,Mat - 107525,S,VENDU,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,01/10/2022,2012,103,117,"0,88",41000,"5052,38",2021,60,164,0,38000,80
2837,7429,51,Mat - 107526,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/08/2023,2012,119,117,"1,02",63000,"9322,49",2018,102,252,0,38000,47
2838,7429,51,Mat - 107526,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/08/2023,2012,119,117,"1,02",62750,"11453,85",2019,159,251,0,38000,38
2839,7429,51,Mat - 107526,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,HA16SPX,HAULOTTE,01/02/2018,02/08/2023,2012,119,117,"1,02",63500,"11057,32",2020,138,254,0,38000,47
