int64_field_0,Agence_Facturation,Region_Facturation,Materiel,Statut,Libelle_Statut_Materiel,Cat_Classe_Designation,Nature_equipement,Modele,Marque,Date_Mise_en_Service,Derniere_Loc,Age_Mois,Age_Reforme_Mois,Tx_Maturite_Materiel,CA,Annee_RefT,Nb_Jours_Fac,Nb_Jours_VLG,Valeur_Locative_Th_TR_IndM,Prix_Reference_Monnaie_locale,Pay_Back_Prix_Reference,Date_Fin_Vie
136,101,1,2503451,O,EN LOCATION,057-0044 - MINIPELLE DEMOLITION 1.5T,EQP,EC18D DEMOL,VOLVO,14/04/2017,14/02/2023,77,87,"0,89",0,2018,0,75,15825,20000,0,
137,101,1,2503461,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0044 - MINIPELLE DEMOLITION 1.5T,EQP,EC18D DEMOL,VOLVO,14/04/2017,02/09/2023,77,87,"0,89",0,2018,0,75,15825,20000,0,
138,101,1,2542261,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,21/04/2017,13/02/2023,77,116,"0,66",0,2018,0,75,12075,37000,0,
139,101,1,2542281,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,21/04/2017,31/01/2023,77,116,"0,66",0,2018,0,75,12075,37000,0,
140,101,1,2549471,O,EN LOCATION,052-0027 - CHARIOT TELESC. 7M,EQP,MT732100STANDAR,MANITOU,28/04/2017,31/01/2023,77,116,"0,66",0,2018,0,75,13125,43000,0,
141,101,1,2572921,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625EASY,MANITOU,22/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,12075,37000,0,
142,101,1,2578961,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,24/04/2017,15/02/2023,67,97,"0,69",0,2018,0,75,19875,30500,0,
143,101,1,2578971,A,DISPONIBLE,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,24/04/2017,02/01/2023,67,97,"0,69",0,2018,0,75,19875,30500,0,
144,101,1,2578981,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,24/04/2017,31/01/2023,67,97,"0,69",0,2018,0,75,19875,30500,0,
145,101,1,2580491,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0005 - MINIPELLE 3.5T,EQP,EZ38-CPY,NEUSON,03/05/2017,02/03/2023,67,97,"0,69",0,2018,0,75,19875,30500,0,
146,101,1,2580581,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,30/05/2017,31/01/2023,66,97,"0,68",0,2018,0,75,19875,30500,0,
147,101,1,2580591,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,VIO33UCR,YANMAR,30/05/2017,24/01/2023,66,97,"0,68",0,2018,0,75,19875,30500,0,
148,101,1,2581281,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,ECR88D,VOLVO,19/05/2017,02/03/2023,66,90,"0,74",0,2018,0,75,30000,55000,0,
149,101,1,2581321,U,RETOUR PLANIFIE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,ECR88D,VOLVO,12/05/2017,14/02/2023,67,90,"0,74",0,2018,0,75,30000,55000,0,
150,101,1,2585951,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440EASY,MANITOU,21/06/2017,02/07/2023,65,111,"0,59",0,2018,0,75,18750,55000,0,
151,101,1,2585991,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440EASY,MANITOU,15/06/2017,19/12/2022,66,111,"0,59",0,2018,0,75,18750,55000,0,
152,101,1,2586041,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,12/05/2017,02/08/2023,67,116,"0,57",0,2018,0,75,9450,34000,0,
153,101,1,2594141,O,EN LOCATION,052-0031 - CHARIOT TELESC ENVIRONNEM =<8M,EQP,MLT840-115,MANITOU,03/08/2017,31/01/2023,64,116,"0,55",0,2018,0,75,23250,74500,0,
154,101,1,2594151,A,DISPONIBLE,052-0032 - CHARIOT TELESC. 9M,EQP,MT932EASY,MANITOU,09/08/2017,10/05/2022,64,116,"0,55",0,2018,0,75,16500,46000,0,
155,101,1,2596201,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,15/05/2017,31/01/2023,67,116,"0,57",0,2018,0,75,12075,37000,0,
156,101,1,2596461,A,DISPONIBLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,02/05/2017,30/01/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
157,101,1,2596481,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,24/04/2017,01/12/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
158,101,1,2596491,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,14/04/2017,14/02/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
159,101,1,2596671,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,14/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
160,101,1,2596741,N,PANNE COURT TERME,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,14/04/2017,28/10/2022,68,116,"0,58",0,2018,0,75,12075,37000,0,
161,101,1,2596781,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,21/04/2017,31/01/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
162,101,1,2596811,U,RETOUR PLANIFIE,057-0005 - MINIPELLE 3.5T,EQP,EZ38,NEUSON,06/06/2017,02/10/2023,66,97,"0,68",0,2018,0,75,19875,30500,0,
163,101,1,2596821,J,FERRAILLE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,11/05/2017,30/12/2021,55,116,"0,47",0,2018,0,75,12075,37000,0,14/12/2021
164,101,1,2596871,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,02/05/2017,02/09/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
165,101,1,2596951,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,20/04/2017,02/09/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
166,101,1,2596981,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,28/04/2017,31/01/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
167,101,1,2597031,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,28/04/2017,02/06/2023,67,116,"0,58",0,2018,0,75,12075,37000,0,
168,101,1,2597061,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,EZ38,NEUSON,02/06/2017,02/07/2023,66,97,"0,68",0,2018,0,75,19875,30500,0,
169,101,1,2604861,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,ECR25D,VOLVO,06/09/2017,31/01/2023,63,97,"0,65",0,2018,0,75,13875,23700,0,
170,101,1,2605811,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,11/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
171,101,1,2605821,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,13/04/2017,14/02/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
172,101,1,2605831,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,13/04/2017,02/07/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
173,101,1,2605861,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,05/04/2017,31/01/2023,68,116,"0,59",0,2018,0,75,12075,37000,0,
174,101,1,2607971,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,14/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
175,101,1,2607991,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,07/04/2017,15/02/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
176,101,1,2608011,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,07/04/2017,02/10/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
177,101,1,2608031,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625 COMFORT,MANITOU,11/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,12075,37000,0,
178,101,1,2608301,U,RETOUR PLANIFIE,052-0031 - CHARIOT TELESC ENVIRONNEM =<8M,EQP,MLT737-130,MANITOU,20/07/2017,31/01/2023,64,116,"0,56",0,2018,0,75,23250,74500,0,
179,101,1,2608311,O,EN LOCATION,052-0031 - CHARIOT TELESC ENVIRONNEM =<8M,EQP,MLT737-130,MANITOU,20/07/2017,31/01/2023,64,116,"0,56",0,2018,0,75,23250,74500,0,
180,101,1,2611771,O,EN LOCATION,049-0044 - NACELLE 17M ELECTRIQUE,EQP,170AETJ-L,MANITOU,09/05/2017,31/01/2023,77,119,"0,65",0,2018,0,75,14250,41000,0,
181,101,1,2615931,U,RETOUR PLANIFIE,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,08/08/2017,13/02/2023,64,116,"0,55",0,2018,0,75,12075,37000,0,
182,101,1,2615941,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,08/08/2017,02/03/2023,64,116,"0,55",0,2018,0,75,12075,37000,0,
183,101,1,2617021,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,09/06/2017,31/01/2023,66,139,"0,47",0,2018,0,75,9450,37000,0,
184,101,1,2617031,U,RETOUR PLANIFIE,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,09/06/2017,16/08/2022,66,139,"0,47",0,2018,0,75,9450,37000,0,
185,101,1,2617051,R,ZONE RETOUR CTRL OBLIGATOIRES,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,30/01/2023,66,139,"0,47",0,2018,0,75,9450,37000,0,
186,101,1,2617061,O,EN LOCATION,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,02/08/2023,66,139,"0,47",0,2018,0,75,9450,37000,0,
187,101,1,2617071,A,DISPONIBLE,052-0023 - CHARIOT FRONTAL =< 2.5T DIESEL,EQP,MH25-4TDXVT-3M3,MANITOU,08/06/2017,02/02/2023,66,139,"0,47",0,2018,0,75,9450,37000,0,
188,101,1,2632721,J,FERRAILLE,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,25/04/2017,30/07/2021,50,97,"0,52",0,2018,0,75,23625,36500,0,30/06/2021
189,101,1,2645041,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,07/04/2017,13/02/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
190,101,1,2645061,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,05/04/2017,02/09/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
191,101,1,2649371,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,11/04/2017,14/02/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
192,101,1,2650651,O,EN LOCATION,052-0032 - CHARIOT TELESC. 9M,EQP,MT932EASY,MANITOU,01/06/2017,31/01/2023,66,116,"0,57",0,2018,0,75,16500,46000,0,
193,101,1,2650681,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,11/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
194,101,1,2650801,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,25/04/2017,01/09/2023,67,90,"0,75",0,2018,0,75,30000,55000,0,
195,101,1,2650861,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,20/04/2017,02/02/2023,67,90,"0,75",0,2018,0,75,30000,55000,0,
196,101,1,2650921,U,RETOUR PLANIFIE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,13/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
197,101,1,2651021,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,20/04/2017,31/01/2023,67,90,"0,75",0,2018,0,75,30000,55000,0,
198,101,1,2651031,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,EZ80,NEUSON,11/05/2017,13/02/2023,67,90,"0,74",0,2018,0,75,30000,55000,0,
199,101,1,2652661,U,RETOUR PLANIFIE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,12/04/2017,02/06/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
200,101,1,2652671,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,04/04/2017,02/03/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
201,101,1,2653031,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,13/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
202,101,1,2653051,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1,YANMAR,04/04/2017,02/07/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
203,101,1,2653061,A,DISPONIBLE,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,14/04/2017,13/02/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
204,101,1,2653071,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,10/04/2017,02/10/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
205,101,1,2660141,N,PANNE COURT TERME,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,10/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,9450,34000,0,
206,101,1,2660151,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T 204 H,AUSA,14/04/2017,31/01/2023,68,116,"0,58",0,2018,0,75,9450,34000,0,
207,101,1,2661321,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,MT625EASY,MANITOU,23/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,12075,37000,0,
208,101,1,2667381,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,04/05/2017,02/07/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
209,101,1,2667481,N,PANNE COURT TERME,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,15/05/2017,14/02/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
210,101,1,2667521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,03/05/2017,13/02/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
211,101,1,2667631,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,04/05/2017,02/02/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
212,101,1,2667711,U,RETOUR PLANIFIE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,05/05/2017,02/10/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
213,101,1,2667721,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,18/05/2017,31/01/2023,66,117,"0,57",0,2018,0,75,18750,38000,0,
214,101,1,2667801,A,DISPONIBLE,052-0027 - CHARIOT TELESC. 7M,EQP,MT732,MANITOU,21/07/2017,20/01/2023,64,116,"0,55",0,2018,0,75,13125,43000,0,
215,101,1,2669801,N,PANNE COURT TERME,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,24/04/2017,15/02/2023,67,116,"0,58",0,2018,0,75,9450,34000,0,
216,101,1,2669841,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,14/04/2017,15/02/2023,68,116,"0,58",0,2018,0,75,9450,34000,0,
217,101,1,2669851,A,DISPONIBLE,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T 204 H,AUSA,15/05/2017,14/02/2023,67,116,"0,57",0,2018,0,75,9450,34000,0,
218,101,1,2669891,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,11/05/2017,02/10/2023,67,116,"0,57",0,2018,0,75,12075,37000,0,
219,101,1,2669921,O,EN LOCATION,052-0024 - CHARIOT TELESC. =< 6M,EQP,P27.6,MERLO,23/05/2017,31/01/2023,66,116,"0,57",0,2018,0,75,12075,37000,0,
220,101,1,2670281,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,P40.17,MERLO,12/06/2017,14/02/2023,66,111,"0,59",0,2018,0,75,21000,61000,0,
221,101,1,2670291,O,EN LOCATION,052-0039 - CHARIOT TELESC.>= 17M,EQP,P40.17,MERLO,14/04/2017,02/10/2023,68,111,"0,61",0,2018,0,75,21000,61000,0,
222,101,1,2670311,A,DISPONIBLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,P40.17,MERLO,20/06/2017,14/02/2023,65,111,"0,59",0,2018,0,75,21000,61000,0,
223,101,1,2670361,T,VOLE,052-0039 - CHARIOT TELESC.>= 17M,EQP,P40.17,MERLO,09/06/2017,08/03/2018,13,111,"0,11",0,2018,0,75,21000,61000,0,04/07/2018
224,101,1,2670591,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,05/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450,34000,0,
225,101,1,2670601,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,05/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450,34000,0,
226,101,1,2671111,O,EN LOCATION,057-0005 - MINIPELLE 3.5T,EQP,ECR35D,VOLVO,12/04/2017,14/02/2023,68,97,"0,7",0,2018,0,75,19875,30500,0,
227,101,1,2673141,O,EN LOCATION,057-0004 - MINIPELLE 2.3T A 2.8T,EQP,EC27,VOLVO,31/07/2017,31/01/2023,64,97,"0,66",0,2018,0,75,13875,23700,0,
228,101,1,2674241,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,Z45/25RTJ,GENIE,04/05/2017,02/10/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
229,101,1,2674251,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,10/08/2017,14/02/2023,64,97,"0,66",0,2018,0,75,23625,36500,0,
230,101,1,2676251,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,ECR88D,VOLVO,11/05/2017,14/02/2023,67,90,"0,74",0,2018,0,75,30000,55000,0,
231,101,1,2677501,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,ZEBRA 16,ATN,28/07/2017,01/11/2023,64,117,"0,55",0,2018,0,75,18750,38000,0,
232,101,1,2677511,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,ZEBRA 16,ATN,28/07/2017,14/02/2023,64,117,"0,55",0,2018,0,75,18750,38000,0,
233,101,1,2677521,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,ZEBRA 16,ATN,16/06/2017,02/03/2023,66,117,"0,56",0,2018,0,75,18750,38000,0,
234,101,1,2677531,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,ZEBRA 16,ATN,02/06/2017,02/10/2023,66,117,"0,56",0,2018,0,75,18750,38000,0,
235,101,1,2677541,A,DISPONIBLE,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,ZEBRA 16,ATN,04/05/2017,15/02/2023,67,117,"0,57",0,2018,0,75,18750,38000,0,
236,101,1,2678951,N,PANNE COURT TERME,052-0037 - CHARIOT TELESC. 14M,EQP,P38.14,MERLO,13/04/2017,02/07/2023,68,111,"0,61",0,2018,0,75,18750,55000,0,
237,101,1,2679041,O,EN LOCATION,052-0037 - CHARIOT TELESC. 14M,EQP,MT1440EASY,MANITOU,27/06/2017,02/06/2023,65,111,"0,59",0,2018,0,75,18750,55000,0,
238,101,1,2679271,R,ZONE RETOUR CTRL OBLIGATOIRES,049-0039 - NACELLE 15M ELECTRIQUE,EQP,E450AJ,JLG,07/04/2017,02/08/2023,68,119,"0,57",0,2018,0,75,13875,33000,0,
239,101,1,2679331,O,EN LOCATION,049-0039 - NACELLE 15M ELECTRIQUE,EQP,E450AJ,JLG,22/06/2017,13/02/2023,65,119,"0,55",0,2018,0,75,13875,33000,0,
240,101,1,2681151,N,PANNE COURT TERME,057-0005 - MINIPELLE 3.5T,EQP,ECR35D,VOLVO,29/05/2017,02/08/2023,66,97,"0,68",0,2018,0,75,19875,30500,0,
241,101,1,2681201,R,ZONE RETOUR CTRL OBLIGATOIRES,057-0005 - MINIPELLE 3.5T,EQP,ECR35D,VOLVO,11/04/2017,02/10/2023,68,97,"0,7",0,2018,0,75,19875,30500,0,
242,101,1,2682701,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,ECR50D,VOLVO,18/05/2017,02/01/2023,66,97,"0,69",0,2018,0,75,23625,36500,0,
243,101,1,2682711,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,ECR50D,VOLVO,18/07/2017,02/02/2023,64,97,"0,66",0,2018,0,75,23625,36500,0,
244,101,1,2684421,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,48Z-1,JCB,19/05/2017,02/10/2023,66,97,"0,68",0,2018,0,75,23625,36500,0,
245,101,1,2685531,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,ECR58D,VOLVO,29/06/2017,02/10/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
246,101,1,2686301,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO57-6A-CR,YANMAR,04/05/2017,31/01/2023,67,97,"0,69",0,2018,0,75,23625,36500,0,
247,101,1,2688521,A,DISPONIBLE,052-0037 - CHARIOT TELESC. 14M,EQP,P38.14,MERLO,24/04/2017,15/02/2023,67,111,"0,61",0,2018,0,75,18750,55000,0,
248,101,1,2689711,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,ECR58D,VOLVO,03/07/2017,31/01/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
249,101,1,2689931,O,EN LOCATION,057-0019 - MINIPELLE SUR PNEUS 7T,EQP,EW65,NEUSON,14/06/2017,31/01/2023,66,90,"0,73",0,2018,0,75,15000,60000,0,
250,101,1,2689941,O,EN LOCATION,057-0019 - MINIPELLE SUR PNEUS 7T,EQP,EW65,NEUSON,05/07/2017,31/01/2023,65,90,"0,72",0,2018,0,75,15000,60000,0,
251,101,1,2690291,O,EN LOCATION,057-0008 - MINIPELLE 7.5T À 8.5T,EQP,VIO80-1A,YANMAR,13/04/2017,02/06/2023,68,90,"0,75",0,2018,0,75,30000,55000,0,
252,101,1,2690461,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,11/07/2017,13/02/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
253,101,1,2690971,N,PANNE COURT TERME,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,12/04/2017,20/12/2022,68,116,"0,58",0,2018,0,75,9450,34000,0,
254,101,1,2691021,A,DISPONIBLE,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,24/05/2017,14/02/2023,66,116,"0,57",0,2018,0,75,9450,34000,0,
255,101,1,2691031,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,15/05/2017,02/03/2023,67,116,"0,57",0,2018,0,75,9450,34000,0,
256,101,1,2691041,N,PANNE COURT TERME,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,MT420H,MANITOU,10/05/2017,02/06/2023,67,116,"0,58",0,2018,0,75,9450,34000,0,
257,101,1,2695661,A,DISPONIBLE,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,12/07/2017,02/08/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
258,101,1,2695921,O,EN LOCATION,049-0041 - NACELLE 16M ARTICULEE DIESEL,EQP,160ATJ-4RDEORC,MANITOU,24/07/2017,31/01/2023,64,117,"0,55",0,2018,0,75,18750,38000,0,
259,101,1,2695971,N,PANNE COURT TERME,049-0079 - PLATEFORME 12M AUTOM. DIESEL,EQP,H12SX,HAULOTTE,29/05/2017,15/02/2023,66,112,"0,59",0,2018,0,75,12450,36000,0,
260,101,1,2696261,U,RETOUR PLANIFIE,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,11/07/2017,02/08/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
261,101,1,2697851,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,VIO50-6,YANMAR,07/07/2017,01/05/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
262,101,1,2698131,O,EN LOCATION,057-0007 - MINIPELLE 5T À 6T,EQP,EZ53,NEUSON,27/06/2017,31/01/2023,65,97,"0,67",0,2018,0,75,23625,36500,0,
263,101,1,2701491,U,RETOUR PLANIFIE,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T 204 H,AUSA,07/04/2017,02/02/2023,68,116,"0,58",0,2018,0,75,9450,34000,0,
264,101,1,2701541,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,02/05/2017,31/01/2023,67,116,"0,58",0,2018,0,75,9450,34000,0,
265,101,1,2701551,O,EN LOCATION,057-0019 - MINIPELLE SUR PNEUS 7T,EQP,TW75,TEREX,19/07/2017,31/01/2023,64,90,"0,72",0,2018,0,75,15000,60000,0,
266,101,1,2701631,O,EN LOCATION,052-0021 - CHARIOT TELES. 1T5/2T COMPACT,EQP,T204H,AUSA,04/04/2017,02/06/2023,68,116,"0,59",0,2018,0,75,9450,34000,0,
